0;0;941.2437124488282;
0;1;857.1212534642581;
0;2;705.828083368714;
0;3;618.1477770414878;
0;4;564.6576508515425;
0;5;534.3721650627418;
1;0;855.0881298624657;
1;1;792.0351016839882;
1;2;677.1374724725227;
1;3;603.5382118913735;
1;4;555.7243336430944;
1;5;527.9778817308584;
2;0;698.706120152245;
2;1;672.0605968771507;
2;2;622.7359717300465;
2;3;572.5273587961897;
2;4;535.9150550243278;
2;5;513.4230484480048;
3;0;602.848022699089;
3;1;590.3377742614362;
3;2;564.490321840599;
3;3;535.1213193080889;
3;4;510.1490899109433;
3;5;493.7153731698167;
4;0;537.9844227827635;
4;1;531.297770315526;
4;2;516.9465199891245;
4;3;499.4878949821716;
4;4;483.55457438774454;
4;5;472.3905745669616;
5;0;492.87081158129627;
5;1;489.04262399987954;
5;2;480.62970487438747;
5;3;470.0234220423173;
5;4;459.9321927279647;
5;5;452.6025430921302;
