0;0;360.7921384067358;
0;1;282.9439197286659;
0;2;145.26957000592088;
0;3;73.92764430768277;
0;4;36.33214361179431;
0;5;18.01228075888615;
1;0;282.93807589307625;
1;1;225.65696491660958;
1;2;123.40540995288364;
1;3;65.3620711909185;
1;4;32.747913507594916;
1;5;16.43446085712283;
2;0;145.232477742333;
2;1;123.375466403096;
2;2;84.69946211654465;
2;3;48.35539182329417;
2;4;25.356556998806226;
2;5;13.089534829801927;
3;0;73.76586425259099;
3;1;65.2152988833599;
3;2;48.25215597877241;
3;3;30.473250997385144;
3;4;16.947136893093862;
3;5;9.112187604468184;
4;0;35.75049271604179;
4;1;32.211526433010256;
4;2;24.926168341255128;
4;3;16.68145679417492;
4;4;9.861629140843906;
4;5;5.553647789022606;
5;0;16.207029483311576;
5;1;14.769371560809914;
5;2;11.733118765520436;
5;3;8.157318361901247;
5;4;5.040813237145701;
5;5;2.9708284960119804;
